ghi_kt_20min,ghi_clear_20min,ghi_20min
1.2,17.209515,28.23
1.2,9.321953,19.048
1.2,3.958455,10.872
1.2,90.726034,113.34
1.198933,106.857478,129.02
1.17298,123.417801,144.72
1.147331,140.304424,160.94
1.123943,157.43557,176.92
1.103693,174.745116,192.84
1.085587,192.178797,208.6
1.070506,209.691423,224.46
1.058495,227.244793,240.52
1.047807,244.806172,256.5
1.03905,262.347113,272.58
1.036376,279.842595,290.02
1.03195,297.27034,306.76
1.025041,314.610301,322.48
1.017194,331.844257,337.54
1.0112,348.955496,352.86
1.005795,365.928574,368.04
1.001247,382.749107,383.22
0.996124,399.403621,397.84
0.991128,415.879421,412.18
0.990189,432.164489,427.92
0.989137,448.247403,443.38
0.988207,464.117263,458.64
0.985533,479.763643,472.82
0.984378,495.176536,487.44
0.98392,510.346326,502.14
0.983776,525.263746,516.74
0.983259,539.919863,530.88
0.98224,554.306046,544.46
0.982765,568.413956,558.62
0.981391,582.235528,571.4
0.980788,595.762955,584.32
0.983562,608.988686,598.98
0.985933,621.905409,613.16
0.979994,634.50605,621.82
0.988398,646.783761,639.28
0.989291,658.731925,651.68
0.986563,670.344141,661.34
0.988009,681.614227,673.44
0.985971,692.536219,682.82
0.984865,703.104362,692.44
0.969571,713.313118,691.6
0.960268,723.157154,694.42
0.979291,732.631354,717.48
0.972025,741.730805,721.02
0.989858,750.450806,742.84
0.989188,758.786866,750.58
0.987254,766.7347,756.96
0.987048,774.290236,764.26
0.984154,781.449607,769.06
0.978374,788.20916,771.16
0.977785,794.565448,776.92
0.982269,800.515238,786.32
0.97981,806.055506,789.78
0.978619,811.183441,793.84
0.978212,815.896442,798.12
0.978064,820.192121,802.2
0.977831,824.068304,805.8
0.979549,827.523029,810.6
0.979588,830.554548,813.6
0.978922,833.161326,815.6
0.980196,835.342045,818.8
0.981011,837.0956,821.2
0.978268,838.4211,820.2
0.974839,839.317872,818.2
0.981441,839.785454,824.2
0.98354,839.823604,826.0
0.921294,839.432293,773.36
0.99474,838.611708,834.2
0.989296,837.362251,828.4
0.982906,835.684539,821.4
0.97819,833.579407,815.4
0.967213,831.047901,803.8
0.975014,828.091284,807.4
0.976584,824.711034,805.4
0.975384,820.908843,800.7
0.974718,816.686615,796.04
0.973762,812.046469,790.74
0.972972,806.990737,785.18
0.9727,801.521964,779.64
0.973353,795.642906,774.44
0.972922,789.356531,767.98
0.971957,782.666019,760.72
0.974583,775.57476,755.86
0.976581,768.086354,750.1
0.969882,760.204613,737.32
0.930527,751.933556,699.72
0.969228,743.277415,720.38
0.973813,734.240625,715.02
0.969432,724.827838,702.68
0.967249,715.04391,691.62
0.968629,704.89391,682.78
0.968424,694.383113,672.46
0.965035,683.517009,659.62
0.966827,672.3013,650.0
0.965397,660.741898,637.88
0.966918,648.844936,627.38
0.961428,636.616757,612.06
0.958946,624.063935,598.44
0.963005,611.193259,588.58
0.960285,598.011756,574.26
0.957192,584.526682,559.5
0.961964,570.745537,549.04
0.961927,556.676073,535.48
0.963715,542.3263,522.64
0.967858,527.704504,510.74
0.969521,512.819253,497.18
0.974565,497.679426,485.02
0.969684,482.294221,467.68
0.971567,466.673195,453.4
0.976027,450.826281,440.02
0.972771,434.763831,422.92
0.983232,418.496666,411.48
0.983844,402.078464,395.58
0.987458,385.600476,380.76
0.988235,368.780595,364.44
0.994268,351.805113,349.78
0.999125,334.688278,334.38
1.00408,317.445387,318.74
1.004778,300.092971,301.52
1.00932,282.649039,285.28
1.019694,265.133387,270.34
1.030256,247.567982,255.04
1.042511,229.977475,239.74
1.05451,212.389838,223.94
1.074564,194.83723,209.34
1.095048,177.357104,194.18
1.117345,159.993714,178.74
1.138864,142.800099,162.6
1.166444,125.840793,146.74
1.197344,109.195489,131.72
1.2,92.964009,117.08
1.2,77.273055,102.94
1.2,62.285115,89.1
1.2,48.209753,74.622
1.2,35.316214,58.814
1.2,23.942855,44.15
1.2,14.489778,30.904
1.2,7.361923,18.826
1.2,88.04737,108.76
1.188559,104.096345,123.7
1.158039,120.592434,139.62
1.134225,137.428721,155.84
1.111073,154.520188,171.66
1.095601,171.798271,188.2
1.080269,189.206856,204.38
1.062416,206.699335,219.58
1.049965,224.236414,235.42
1.038255,241.784504,251.02
1.029541,259.314487,266.96
1.020832,276.800807,282.56
1.015671,294.22076,298.82
1.008765,311.553952,314.28
1.003295,328.781883,329.86
0.99628,345.88761,344.58
0.991523,362.8555,359.78
0.990595,379.67101,376.1
0.986039,396.320537,390.78
0.979374,412.791273,404.26
0.979119,429.07111,420.12
0.982099,445.148547,437.18
0.981413,461.012617,452.44
0.978456,476.652837,466.38
0.975174,492.059153,479.84
0.973499,507.221908,493.78
0.972859,522.131799,507.96
0.972542,536.779864,522.04
0.971918,551.157447,535.68
0.970711,565.256186,548.7
0.970213,579.067999,561.82
0.969586,592.585063,574.56
0.968176,605.799815,586.52
0.966633,618.704932,598.06
0.967256,631.293331,610.62
0.967153,643.55816,622.42
0.968309,655.492794,634.72
0.969166,667.09083,646.52
0.968327,678.346084,656.86
0.967886,689.25259,667.12
0.968811,699.804595,677.98
0.968398,709.996561,687.56
0.969068,719.823159,697.56
0.969532,729.279274,707.06
0.970856,738.359997,716.84
0.97087,747.060634,725.3
0.972124,755.376696,734.32
0.972166,763.303908,742.06
0.972476,770.838203,749.62
0.970776,777.975721,755.24
0.97062,784.712817,761.66
0.973117,791.046054,769.78
0.973334,796.972208,775.72
0.974444,802.488263,781.98
0.974155,807.591419,786.72
0.97474,812.279086,791.76
0.974196,816.548886,795.48
0.975526,820.398658,800.32
0.975449,823.826451,803.6
0.974081,826.83053,805.4
0.974187,829.409373,808.0
0.971907,831.561675,808.2
0.971814,833.286343,809.8
0.972223,834.582502,811.4
0.970735,835.449492,811.0
0.969031,835.886868,810.0
0.968304,835.894401,809.4
0.968794,835.472077,809.4
0.968824,834.6201,808.6
0.969833,833.338889,808.2
0.969423,831.629076,806.2
0.96951,829.491512,804.2
0.969758,826.927263,801.92
0.967986,823.937608,797.56
0.968405,820.524043,794.6
0.965041,816.688278,788.14
0.963476,812.432236,782.76
0.965511,807.758055,779.9
0.964785,802.668087,774.4
0.964042,797.164895,768.5
0.965005,791.251257,763.56
0.960515,784.930161,753.94
0.964276,778.204808,750.4
0.967663,771.07861,746.14
0.968101,763.555189,739.2
0.966762,755.638378,730.52
0.963555,747.332222,720.1
0.96732,738.640974,714.5
0.967583,729.569095,705.92
0.968173,720.121263,697.2
0.967783,710.302358,687.42
0.969262,700.117476,678.6
0.965789,689.571922,665.98
0.967683,678.671214,656.74
0.964056,667.421083,643.44
0.960106,655.827473,629.66
0.956701,643.89655,616.02
0.96414,631.634693,608.98
0.961596,619.048511,595.28
0.960865,606.144834,582.42
0.963018,592.930729,571.0
0.964317,579.413496,558.74
0.966099,565.600685,546.42
0.969114,551.500099,534.46
0.967594,537.119802,519.72
0.969477,522.468144,506.52
0.971525,507.55376,493.1
0.973868,492.385603,479.52
0.974749,476.972956,464.92
0.973702,461.325467,449.2
0.975481,445.453176,434.52
0.98546,429.366555,423.12
0.989433,413.07656,408.7
0.985967,396.636764,391.08
0.987926,380.138026,375.54
0.991848,363.300308,360.34
0.991139,346.309134,343.24
0.993751,329.179044,327.1
1.00391,311.925691,313.16
1.002631,294.566029,295.32
1.016372,277.118581,281.64
1.030749,259.603774,267.56
1.050047,242.044348,254.14
1.062011,224.46592,238.36
1.083789,206.89767,224.2
1.022648,189.373292,194.02
0.862629,171.932202,148.62
1.045321,154.621186,161.0
1.180713,137.496591,162.86
1.2,120.627307,151.22
1.2,104.098806,137.58
1.2,88.018632,124.64
1.2,72.523807,105.88
1.2,57.790526,95.76
1.2,44.046116,70.302
1.145405,31.581474,30.882
1.2,20.757434,23.414
1.2,11.986648,31.23
1.2,5.649918,17.946
0.892225,85.371132,75.296
0.905058,101.332667,94.856
1.2,117.760486,174.12
1.2,134.543105,190.26
1.025796,151.592087,169.76
1.2,168.836304,236.02
1.2,186.217695,253.22
1.2,203.688168,268.54
1.2,221.207283,283.96
1.190476,238.740558,290.88
1.18413,256.258174,303.4
1.147408,273.734019,314.04
1.121801,291.144945,326.58
1.010959,308.470199,311.76
0.839949,325.690989,273.34
1.002469,342.790135,343.58
1.074474,359.751807,386.58
1.080027,376.561299,406.68
1.057505,393.204873,415.76
0.84566,409.669607,345.76
0.631951,425.943299,270.02
0.991632,442.014366,438.56
1.045932,457.871774,478.9
0.999972,473.504982,473.42
1.034325,488.903886,505.66
1.051404,504.058787,530.0
1.085184,518.960348,563.22
1.134492,533.599575,605.4
0.723947,547.967786,395.6
0.771949,562.056598,434.22
0.773293,575.85791,445.36
0.647733,589.363884,381.68
0.467441,602.566944,281.5
0.651327,615.459755,401.32
0.79009,628.03523,496.24
0.912309,640.286505,583.94
0.732227,652.206954,477.86
1.084629,663.790168,719.9
1.061749,675.029964,716.68
1.070092,685.920373,734.02
1.103449,696.455643,768.54
1.145535,706.630237,809.48
1.17404,716.438828,843.4
1.12645,725.876306,817.66
0.800465,734.937765,587.72
0.42252,743.618516,314.26
0.659048,751.914077,496.04
1.180686,759.820177,900.6
1.085607,767.332757,840.72
0.956412,774.447965,740.66
0.47787,781.162164,373.1
0.444496,787.471926,349.94
0.48485,793.374035,384.74
0.880544,798.865487,703.66
1.044548,803.943491,839.8
1.049481,808.605467,848.6
1.013236,812.849051,823.6
0.995263,816.672091,812.8
0.983818,820.072649,806.8
0.978072,823.049002,805.0
0.975049,825.599642,805.0
0.974722,827.723276,806.8
0.973935,829.418827,807.8
0.974136,830.685433,809.2
0.971952,831.522447,808.2
0.971236,831.92944,808.0
0.971023,831.906199,807.8
0.971312,831.452725,807.6
0.9709,830.569237,806.4
0.971714,829.25617,805.8
0.970618,827.514175,803.2
0.969171,825.344119,799.9
0.969678,822.747083,797.8
0.969203,819.724367,794.48
0.970234,816.277483,791.98
0.970176,812.408159,788.18
0.968175,808.118338,782.4
0.966753,803.410177,776.7
0.968703,798.286047,773.3
0.969183,792.748531,768.32
0.965658,786.800428,759.78
0.968451,780.444745,755.82
0.96667,773.684706,747.9
0.962424,766.523742,737.72
0.963387,758.9655,731.18
0.959637,751.013836,720.7
0.963412,742.672815,715.5
0.965715,733.946716,708.78
0.963816,724.840026,698.62
0.961404,715.357445,687.74
0.963026,705.503881,679.42
0.962538,695.284458,669.24
0.960825,684.704508,657.88
0.963928,673.769577,649.46
0.965781,662.485428,639.82
0.643727,650.858038,419.6
0.988556,638.893605,631.52
0.982464,626.598543,615.64
0.965781,613.979499,592.98
0.955636,601.043342,574.38
0.953938,587.797182,560.72
0.953156,574.248365,547.36
0.953096,560.404488,534.08
0.960236,546.273409,524.56
0.959572,531.863249,510.36
0.956687,517.182421,494.78
0.95715,502.23963,480.72
0.96063,487.043907,467.86
0.968246,471.60462,456.62
0.968014,455.931516,441.38
0.983991,440.034742,432.94
0.99928,423.924896,423.58
1.020486,407.613077,415.94
1.034153,391.152735,404.5
1.03838,374.634299,389.02
0.966782,357.779985,346.26
0.998033,340.774458,339.72
1.077767,323.632575,348.78
1.092937,306.370361,334.82
1.101757,289.005222,318.42
1.084826,271.556232,294.62
1.072114,254.044488,272.38
1.070986,236.493565,253.26
1.095247,218.930114,239.74
1.111632,201.384625,223.86
1.108528,183.892451,203.88
1.115084,166.495137,185.6
1.173222,149.242233,175.02
1.2,132.193701,163.72
1.2,115.423201,150.9
1.2,99.022556,137.44
1.2,83.107799,121.16
1.2,67.827293,102.7
1.2,53.372215,82.754
1.2,39.989051,69.18
1.2,27.991264,54.71
1.2,17.760867,41.622
1.2,9.715418,25.096
1.2,4.190934,14.644
1.191965,98.566923,118.22
1.150786,114.92225,132.2
1.118614,131.647723,147.22
1.080027,148.651304,160.5
1.065375,165.859162,176.7
1.064737,183.211192,195.08
1.057519,200.657744,212.18
1.047351,218.157176,228.48
1.036407,235.674073,244.24
1.031082,253.177885,261.04
1.021971,270.641919,276.58
1.013264,288.042565,291.86
1.011283,305.358695,308.8
1.006387,322.571217,324.62
0.99685,339.662703,338.58
0.990158,356.617119,353.1
0.98718,373.419593,368.64
0.988668,390.056245,385.64
0.993076,406.514039,403.7
0.990123,422.780672,418.6
0.989192,438.844479,434.1
0.986867,454.694356,448.72
0.982331,470.319703,462.0
0.98099,485.710365,476.48
0.979642,500.856602,490.66
0.978427,515.749038,504.62
0.977524,530.37865,518.46
0.979037,544.736728,533.32
0.980081,558.814868,547.68
0.978682,572.604949,560.4
0.97738,586.099119,572.84
0.975124,599.289788,584.38
0.97362,612.169611,596.02
0.972165,624.731491,607.34
0.970097,636.96856,617.92
0.967835,648.874186,628.0
0.966716,660.441956,638.46
0.962775,671.665685,646.66
0.964104,682.539405,658.04
0.965979,693.057363,669.48
0.96486,703.214024,678.5
0.963807,713.004064,687.2
0.964808,722.422376,697.0
0.965406,731.464058,706.16
0.966322,740.124426,715.2
0.965262,748.399005,722.4
0.96535,756.283529,730.08
0.965548,763.773947,737.46
0.962938,770.866414,742.3
0.959555,777.557304,746.1
0.952649,783.843194,746.74
0.962363,789.72088,760.0
0.964602,795.187367,767.04
0.95859,800.239875,767.1
0.960838,804.875835,773.36
0.960317,809.092894,776.98
0.965249,812.888912,784.64
0.955386,816.261963,779.84
0.941362,819.210337,771.18
0.964447,821.732539,792.52
0.968552,823.82729,797.92
0.972024,825.493525,802.4
0.969023,826.730398,801.12
0.963292,827.537277,797.16
0.961501,827.913746,796.04
0.960404,827.859608,795.08
0.959299,827.37488,793.7
0.958352,826.459798,792.04
0.9588,825.114812,791.12
0.959725,823.340589,790.18
0.959985,821.138014,788.28
0.960552,818.508187,786.22
0.961749,815.452423,784.26
0.961708,811.972253,780.88
0.960562,808.069423,776.2
0.963614,803.745897,774.5
0.965829,799.003848,771.7
0.964468,793.845669,765.64
0.964665,788.273961,760.42
0.965522,782.291544,755.32
0.967444,775.901447,750.64
0.967435,769.106914,744.06
0.967671,761.911399,737.28
0.965718,754.318569,728.46
0.96434,746.332303,719.72
0.966021,737.956692,712.88
0.964703,729.196037,703.46
0.963037,720.054849,693.44
0.962114,710.537856,683.62
0.959218,700.649991,672.08
0.958697,690.396404,661.88
0.96081,679.782457,653.14
0.959995,668.813726,642.06
0.958393,657.496003,630.14
0.958544,645.835298,619.06
0.958761,633.837842,607.7
0.957468,621.510087,595.08
0.9546,608.858717,581.22
0.952116,595.890641,567.36
0.953269,582.613012,555.38
0.953225,569.033223,542.42
0.955844,555.158921,530.64
0.956223,540.998017,517.32
0.954958,526.558694,502.84
0.952263,511.849428,487.42
0.951651,496.878996,472.86
0.952137,481.656511,458.6
0.951279,466.191429,443.48
0.958167,450.493597,431.64
0.962779,434.573278,418.4
0.958611,418.4412,401.12
0.961072,402.108611,386.46
0.947689,385.62882,365.56
0.967146,369.091791,356.96
0.972566,352.222175,342.56
0.971822,335.203699,325.76
0.977565,318.051549,310.9
0.98592,300.782149,296.54
0.988259,283.413387,280.08
0.995959,265.964923,264.88
1.001808,248.458573,248.9
1.011253,230.918807,233.5
1.022794,213.373393,218.22
1.033281,195.854233,202.36
1.048916,178.398478,187.1
1.063709,161.04999,171.28
1.090281,143.861332,156.8
1.114864,126.896417,141.44
1.144837,110.234139,126.16
1.182028,93.973299,111.02
1.2,78.239261,96.64
1.2,63.192835,83.174
1.2,49.041523,69.328
1.080144,36.052312,40.526
1.2,24.561714,36.142
1.2,14.97018,28.882
1.2,7.689099,19.418
1.195204,95.799721,114.94
1.157584,112.078137,129.68
1.120952,128.742835,144.28
1.096687,145.697981,159.76
1.080276,162.866896,175.92
1.065589,180.187327,191.98
1.048757,197.607985,207.22
1.036042,215.08597,222.82
1.022294,232.58489,237.76
1.014673,250.07343,253.74
1.009865,267.524293,270.16
1.007191,284.913384,286.96
1.007391,302.21919,304.46
1.017462,319.422304,325.02
1.018531,336.505041,342.9
1.167516,353.451159,414.92
1.2,370.245609,463.4
1.2,386.874369,472.72
1.082091,403.324281,444.76
0.62634,419.582942,263.34
1.13343,435.638601,505.96
1.063787,451.480082,481.26
1.016429,467.096724,484.72
1.068493,482.478322,539.82
0.983279,497.61509,493.96
1.2,512.497615,620.02
1.195387,527.116843,630.58
1.18572,541.464038,642.02
1.073108,555.530772,595.72
1.000655,569.308905,569.96
1.02953,582.79057,599.92
0.983246,595.968163,586.08
0.948308,608.834329,577.16
1.015903,621.381962,631.1
0.968842,633.604187,614.08
0.952066,645.494368,614.7
0.956683,657.04609,628.62
1.018053,668.253164,680.34
1.079043,679.109621,732.82
1.060613,689.609711,731.34
0.999887,699.747899,699.64
0.986179,709.518865,699.72
0.998928,718.917503,718.16
1.004212,727.938918,731.0
0.961669,736.578431,708.28
0.938448,744.831571,699.0
0.953902,752.69408,718.0
0.955405,760.161914,726.26
0.952204,767.231238,730.56
0.94901,773.89843,734.44
0.948218,780.16008,739.76
0.948992,786.012992,745.92
0.950176,791.454181,752.02
0.95038,796.480879,756.96
0.951078,801.090526,761.9
0.948588,805.280782,763.88
0.947162,809.049518,766.3
0.946534,812.394821,768.96
0.94447,815.314994,770.04
0.943766,817.808554,771.82
0.944267,819.874237,774.18
0.94314,821.510992,774.8
0.941708,822.717986,774.76
0.943807,823.494601,777.22
0.943848,823.840439,777.58
0.94681,823.755317,779.94
0.946043,823.239267,778.82
0.945478,822.29254,777.46
0.946991,820.915605,777.4
0.947127,819.109145,775.8
0.94913,816.874062,775.32
0.949777,814.211472,773.32
0.949918,811.122709,770.5
0.950583,807.609323,767.7
0.950287,803.673077,763.72
0.949111,799.315954,758.64
0.947842,794.540147,753.1
0.946653,789.348067,747.24
0.946078,783.742337,741.48
0.945631,777.725796,735.44
0.944403,771.301494,728.42
0.944758,764.472696,722.24
0.948496,757.242879,718.24
0.946727,749.615731,709.68
0.949465,741.595156,704.12
0.947754,733.185265,694.88
0.949296,724.390385,687.66
0.942597,715.215053,674.16
0.946909,705.66402,668.2
0.945817,695.742248,658.04
0.953953,685.454913,653.88
0.956746,674.807406,645.62
0.978141,663.805332,649.26
0.989645,652.454516,645.72
0.950702,640.760999,609.2
0.938553,628.731048,590.1
0.938536,616.371149,578.48
0.940053,603.688026,567.5
0.934025,590.688628,551.72
0.944843,577.380154,545.54
0.943003,563.770042,531.64
0.939013,549.865992,516.34
0.941483,535.675971,504.32
0.944615,521.208222,492.34
0.943607,506.471288,477.92
0.943131,491.474022,463.52
0.94568,476.225617,450.36
0.945802,460.735625,435.76
0.94819,445.013996,421.96
0.954186,429.071113,409.4
0.958007,412.917839,395.58
0.952838,396.565578,377.86
0.953211,380.067485,362.28
0.958379,363.513022,348.38
0.963996,346.629457,334.14
0.968338,329.599493,319.16
0.97501,312.438671,304.62
0.977598,295.163836,288.54
0.987036,277.793389,274.18
0.996257,260.347616,259.36
1.008679,242.849108,244.94
1.018945,225.323291,229.58
1.034668,207.799142,214.98
1.047226,190.310085,199.28
1.066285,172.895225,184.32
1.088772,155.600943,169.4
1.115415,138.483089,154.42
1.142353,121.609902,138.88
1.187821,105.066018,124.76
1.2,88.957906,110.12
1.2,73.421186,96.78
1.2,58.630302,82.908
1.2,44.810467,68.392
1.2,32.250375,53.542
1.2,21.3094,39.7
1.2,12.401729,27.432
1.2,5.917294,16.7
1.2,93.03179,124.06
1.2,109.22867,139.42
1.2,125.828807,155.24
1.19768,142.732361,171.56
1.177908,159.859655,188.26
1.153105,177.146173,204.24
1.129491,194.538905,219.7
1.110913,211.993632,235.48
1.09564,229.472938,251.4
1.081852,246.944708,267.14
1.070027,264.381014,282.88
1.059897,281.757258,298.62
1.051022,299.051524,314.3
1.045036,316.244078,330.48
1.04023,333.316969,346.72
1.034075,350.253737,362.18
1.029718,367.039154,377.94
1.023692,383.659049,392.74
1.019908,400.100137,408.06
1.01541,416.349913,422.76
1.011025,432.396538,437.16
1.009045,448.228761,452.28
1.005712,463.835861,466.48
1.003412,479.207576,480.84
1.000463,494.334078,494.56
0.998345,509.205915,508.36
0.997266,523.814001,522.38
0.995597,538.149571,535.78
0.994059,552.204176,548.92
0.992283,565.969657,561.6
0.990546,579.438128,573.96
0.98994,592.601974,586.64
0.988516,605.453828,598.5
0.988466,617.986577,610.86
0.987983,630.193338,622.62
0.986877,642.067471,633.64
0.985645,653.602556,644.22
0.98371,664.792405,653.96
0.983052,675.631047,664.18
0.984065,686.112732,675.18
0.984814,696.231929,685.66
0.984843,705.983317,695.28
0.982355,715.361797,702.74
0.983622,724.362478,712.5
0.982645,732.980685,720.26
0.983123,741.211954,728.7
0.982761,749.052034,736.14
0.983562,756.496888,744.06
0.981006,763.542688,749.04
0.981998,770.185823,756.32
0.980417,776.42289,761.22
0.978845,782.250705,765.7
0.979272,787.666291,771.34
0.979756,792.666891,776.62
0.979567,797.249958,780.96
0.980718,801.413162,785.96
0.980135,805.154386,789.16
0.981753,808.47173,793.72
0.982001,811.36351,796.76
0.981534,813.828257,798.8
0.98102,815.864719,800.38
0.982786,817.471859,803.4
0.983816,818.64886,805.4
0.983409,819.395118,805.8
0.982542,819.71025,805.4
0.980485,819.594087,803.6
0.978211,819.046679,801.2
0.978965,818.068293,800.86
0.976882,816.659414,797.78
0.976288,814.820741,795.5
0.978815,812.553193,795.34
0.97763,809.857904,791.74
0.98027,806.736227,790.82
0.977377,803.189728,785.02
0.981533,799.220191,784.46
0.97817,794.829615,777.48
0.976835,790.020214,771.72
0.976843,784.794418,766.62
0.978163,779.15487,762.14
0.979636,773.10443,757.36
0.982068,766.646169,752.9
0.980356,759.783372,744.86
0.980789,752.519538,738.06
0.985344,744.85838,733.94
0.984546,736.80382,725.42
0.984515,728.359997,717.08
0.987894,719.531261,710.82
0.990318,710.322172,703.44
0.923824,700.73751,647.38
0.989251,690.78226,683.34
0.992764,680.461629,675.54
0.993104,669.781035,665.16
0.997782,658.746114,657.28
0.993137,647.362721,642.94
0.913285,635.636931,580.1
0.467019,623.575045,291.98
0.885426,611.183588,540.12
1.094326,598.46932,654.78
1.136107,585.439236,665.12
1.080022,572.100575,617.94
0.88778,558.460827,496.22
0.950649,544.527744,517.18
1.081913,530.309348,573.78
1.048406,515.813947,540.82
1.020916,501.050154,511.56
1.008411,486.026896,490.12
1.005411,470.753455,473.3
1.008275,455.239477,459.0
1.007321,439.495022,442.72
1.002045,423.530596,424.4
1.010714,407.357205,411.72
1.013343,390.986417,396.2
1.018421,374.471219,381.36
1.022919,357.900534,366.1
1.028111,341.004428,350.58
1.032929,323.964501,334.62
1.039399,306.796668,318.88
1.047721,289.518225,303.3
1.075808,272.148119,292.74
0.730481,254.707307,186.4
1.089231,237.219206,258.16
1.158655,219.710278,254.54
1.176449,202.210797,237.88
1.15344,184.755838,213.14
1.151454,167.386625,192.68
1.198187,150.152283,181.68
1.113302,133.11225,148.36
1.192505,116.339505,141.98
0.903718,99.924985,92.906
0.794523,83.983585,67.018
1.090034,68.66219,83.726
1.2,54.15014,82.842
1.2,40.691753,59.388
1.2,28.598383,25.562
1.2,18.2511,12.708
1.2,10.070506,10.548
1.2,4.404901,6.662
1.2,90.263976,116.58
1.190922,106.374479,128.02
1.108229,122.906102,136.08
1.08087,139.75478,151.06
1.092212,156.837675,171.34
1.088466,174.087888,189.46
1.067045,191.450602,204.26
1.046415,208.880211,218.54
1.030324,226.338227,233.18
1.015894,243.791698,247.66
1.01742,261.212037,265.78
1.010114,278.574121,281.36
1.002872,295.855615,296.72
1.001535,313.036444,313.5
0.996655,330.098383,329.0
0.996416,347.024745,345.78
0.992112,363.800115,360.92
0.987779,380.410167,375.76
0.989626,396.841491,392.72
0.983982,413.08147,406.46
0.9815,429.118177,421.18
0.979197,444.940285,435.68
0.980731,460.537008,451.66
0.979582,475.89803,466.18
0.977611,491.013476,480.02
0.976411,505.873856,493.94
0.97417,520.47005,507.02
0.973387,534.793266,520.56
0.969033,548.835031,531.84
0.968064,562.587164,544.62
0.966946,576.041767,557.0
0.96733,589.191209,569.94
0.966372,602.028112,581.78
0.96458,614.545355,592.78
0.965445,626.736048,605.08
0.966812,638.593545,617.4
0.966391,650.111426,628.26
0.966118,661.283497,638.88
0.965211,672.10379,648.72
0.965912,682.566553,659.3
0.965977,692.666259,669.1
0.966262,702.397589,678.7
0.965276,711.755449,687.04
0.964797,720.73495,695.36
0.964527,729.331424,703.46
0.963934,737.540413,710.94
0.964396,745.357674,718.82
0.964796,752.779175,726.28
0.965306,759.801099,733.44
0.964068,766.419842,738.88
0.963614,772.632011,744.52
0.963035,778.434431,749.66
0.963939,783.824137,755.56
0.96415,788.79838,760.52
0.963706,793.354627,764.56
0.961867,797.490558,767.08
0.962576,801.20407,771.22
0.960854,804.493274,773.0
0.960889,807.3565,775.78
0.961407,809.79229,778.54
0.961592,811.799409,780.62
0.960859,813.376832,781.54
0.959358,814.523756,781.42
0.959154,815.239594,781.94
0.960192,815.523977,783.06
0.962156,815.376751,784.52
0.960287,814.797982,782.44
0.960594,813.787954,781.72
0.96119,812.347167,780.82
0.960694,810.476338,778.62
0.95974,808.176403,775.64
0.958149,805.448514,771.74
0.956782,802.29404,767.62
0.958967,798.714567,765.94
0.959469,794.711896,762.5
0.959269,790.288046,758.1
0.956245,785.44525,751.08
0.959131,780.185958,748.3
0.959236,774.512832,742.94
0.957903,768.428753,736.08
0.958033,761.936812,729.96
0.958066,755.040317,723.38
0.954337,747.742787,713.6
0.951364,740.047958,704.06
0.951341,731.959777,696.34
0.956403,723.482404,691.94
0.94903,714.620214,678.2
0.948253,705.377792,668.88
0.942457,695.759944,655.72
0.947901,685.771683,650.04
0.951473,675.418242,642.64
0.953297,664.705069,633.66
0.956039,653.637829,624.9
0.952487,642.222411,611.72
0.949144,630.464922,598.4
0.946807,618.371698,585.48
0.947009,605.949302,573.84
0.950879,593.204535,564.06
0.953109,580.144431,552.94
0.951257,566.776279,539.16
0.949412,553.107617,525.12
0.952249,539.146249,513.4
0.953696,524.900259,500.6
0.951265,510.378017,485.5
0.954022,495.588208,472.8
0.953612,480.539839,458.26
0.95075,465.242281,442.32
0.956095,449.705279,429.96
0.956683,433.939008,415.14
0.959298,417.954103,400.94
0.963279,401.761718,387.0
0.967019,385.373594,372.66
0.970555,368.842535,357.98
0.971683,352.256895,342.28
0.970211,335.34971,325.36
0.970642,318.301406,308.96
0.974438,301.128294,293.42
0.981473,283.848148,278.58
0.986518,266.4805,262.88
0.996121,249.047022,248.06
1.004552,231.572023,232.62
1.014341,214.083073,217.14
1.029488,196.61185,202.38
1.046744,179.195218,187.56
1.059713,161.8767,171.52
1.080437,144.708413,156.32
1.109991,127.753716,141.76
1.133871,111.090779,125.94
1.176773,94.817461,111.5
1.2,79.057912,97.28
1.2,63.971371,85.44
1.2,49.763405,72.382
1.2,36.698782,57.59
1.2,25.11205,43.544
1.2,15.403417,30.756
1.2,7.989228,19.414
0.749207,87.497231,65.188
1.057567,103.516287,119.98
1.2,119.975269,166.88
0.775469,136.765654,105.14
0.582891,153.801269,89.7
0.602385,171.012706,102.96
0.502206,188.343245,94.44
0.594087,205.745825,122.56
0.73213,223.180835,163.68
0.88566,240.614447,213.52
0.927732,258.017383,238.76
0.715126,275.363975,196.84
0.533849,292.631449,156.04
0.467311,309.799378,144.74
0.441573,326.849249,144.26
0.405012,343.76414,139.22
0.405165,360.528445,146.08
0.396954,377.127678,149.68
0.389625,393.548293,153.34
0.403868,409.777566,165.52
0.40301,425.803475,171.6
0.477125,441.614614,210.88
0.479871,457.200131,219.4
0.518109,472.549655,244.86
0.481989,487.653264,235.0
0.423,502.501426,212.48
0.446386,517.084989,230.9
0.466169,531.395131,247.66
0.537424,545.423355,293.36
0.866005,559.161463,484.76
0.667483,572.601535,382.44
0.794609,585.735929,467.86
1.171779,598.557257,706.84
1.078756,611.058387,683.22
0.763815,623.232424,475.84
0.533521,635.072717,338.66
